listing_id,title,category,price,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwjaar,Oppervlakten_Oppervlakte,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Oppervlakten_Vrije_hoogte,Oppervlakten_Vrije_overspanning,Oppervlakten_Perceel,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Omgeving_Lokale_voorzieningen,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Huurprijs,Bouw_Mogelijke_functie(s),Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Indeling_Woonruimte,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Overdracht_Servicekosten,Oppervlakten_Terrein_oppervlak,Overname_Personeel,Bouw_Soort_horeca,Indeling_Gelegen_op,Oppervlakten_Draagvermogen,Bouw_Paardenboxen,Oppervlakten_Totale_oppervlakte,Oppervlakten_Huiskavels,Woonruimte_Bedrijfswoningen,Woonruimte_Hoofdwoning,Woonruimte_Inhoud,Woonruimte_Bouwjaar,kadastrale_code,eigendomssituatie,Bouw_Aantal_kalveren,Woonruimte_Bouwperiode,Bouw_Bouwperiode,Overdracht_Oorspronkelijke_huurprijs,Overdracht_Oorspronkelijke_vraagprijs,Parkeergelegenheid_Parkeerkosten,Woonruimte_Energielabel,Bouw_Glasopstanden,Oppervlakten_Veldkavels,Oppervlakten_Type_teelt,Overdracht_Eigendomssituatie,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Bouw_Ligboxen,Oppervlakten_Grondsoort,Bouw_Opstallen,Bouw_Rijhallen,Oppervlakten_Uitbreidingsmogelijkheden,Bouw_Loodsen,Bouw_Afrasteringen,Bouw_Bebouwingsmogelijkheid,Bouw_Maximale_bouwhoogte,Bouw_Plaatsen_voor_jongvee,Bouw_Melksysteem,Bouw_Opstanden,Beleggingsobject_Bruto_huuropbrengst,Overname_Bedrijfsovername,Oppervlakten_Type_land,Oppervlakten_Grond_lengte,Oppervlakten_Grond_breedte,Oppervlakten_Drainage,Bouw_Aantal_vleesvarkens,Bouw_Vleesvarkensstallen,Oppervlakten_Bouwkavels,Bouw_Aantal_biggen,Bouw_Biggenstallen,Bouw_Opslagschuren,Bouw_Machineloodsen
89348450,Neterselsedijk,Losse grond,Verkoop bij inschrijving,5094 BD Lage Mierde,https://www.fundainbusiness.nl/agrarische-grond/lage-mierde/object-89348450-neterselsedijk/?navigateSource=resultlist,2025-06-10 15:02:48,"BIJ INSCHRIJVING TE  KOOP  AANGEBODEN: 01.69.84 hectare  cultuurgrond te  Lage Mierde, gelegen aan  de  Neterselsedijk. Inschrijven is mogelijk tot  vrijdag 13 juni 2025,  12.00 uur  in de  middag.   Kadastrale gegevens  Het  perceel is kadastraal bekend: Gemeente Hooge en Lage Mierde, sectie K, nummer 805, groot 0.04.89 hectare Gemeente Hooge en Lage Mierde, sectie K, nummer 806, groot 1.64.95 hectare Totaal groot 1.69.84 hectare.  Bestemmingsplan Het perceel is gelegen in het Bestemmingsplan  …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOOG EN LAGE MIERDE K 805-HOOGE EN LAGE MIERDE K 806,0 ha 4 a 89 ca (geheel perceel)-1 ha 64 a 95 ca (geheel perceel),,,,,,,,,,,,,,,,,,,,,,,,,,,,Grasland,,,,,,,,,,
43984451,John F. Kennedylaan 60,Bedrijfshal,€ 14.400 /jr,5555 XD Valkenswaard,https://www.fundainbusiness.nl/bedrijfshal/valkenswaard/object-43984451-john-f-kennedylaan-60/?navigateSource=resultlist,2025-06-10 15:02:53,"'Valkhuys Units' John  F.  Kennedylaan 60  te Valkenswaard   Nieuwbouw bedrijfsunit in  bedrijfsverzamelgebouw  in Valkenswaard.  Aan de  John F. Kennedylaan 60  in Valkenswaard  wordt het  duurzame bedrijfsverzamelgebouw  ‘Valkhuys Units’  gerealiseerd.  Dit nieuwbouwproject bestaat uit 30 moderne bedrijfsunits.   Bereikbaarheid De locatie is uitstekend bereikbaar, op slechts 150 meter van de rotonde van de Leenderweg, met een directe aansluiting naar de A2 (Eindhoven-Maastricht) en het centru …",€ 239.500 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,122 m²,122 m²,,,,,,"Overheaddeuren, betonvloer en toilet",Niet verplicht,Bedrijventerrein,,,2 niet-overdekte parkeerplaatsen,€ 14.400 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970584,Eerschotsestraat 2,Kantoor,Huurprijs op aanvraag,5491 AC Sint-Oedenrode,https://www.fundainbusiness.nl/kantoor/sint-oedenrode/object-43970584-eerschotsestraat-2/?navigateSource=resultlist,2025-06-10 15:02:57,"KANTOOR OF PRAKTIJKRUIMTE    Te huur,  twee praktijkruimtes  in een fysiopraktijk.   De  hele praktijk heeft een representatieve  uitstraling, wordt goed onderhouden  en is  zeer goed  bereikbaar voor  cliënten. Bij  de  praktijkruimte zijn voldoende eigen parkeerplaatsen, en op zeer korte afstand is er een bushalte met goede verbindingen naar Veghel, Schijndel, Eindhoven  en ‘s-Hertogenbosch. De praktijk is ook voor minder validen goed toegankelijk.  Let op!  Voorwaarde voor verhuur is dat het …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,,17 m²,,,,,,1 bouwlaag,"Inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",A+,Stadscentrum/dorpskern,Bushalte op minder dan 500 m en snelwegafrit op 1000 m tot 1500 m,,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,2001-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43979058,Nijverheidsstraat 4,Bedrijfshal,€ 71.400 /jr,5405 AJ Uden,https://www.fundainbusiness.nl/bedrijfshal/uden/object-43979058-nijverheidsstraat-4/?navigateSource=resultlist,2025-06-10 15:03:00,"4D. ‘Groeiperspectief Loopkant-Liessentstraat’    De locatie  De ontwikkeling  ‘Groeiperspectief Loopkant-Liessentstraat’ is gelegen  op  industrieterrein Loopkant Liessent te Uden.  Bedrijventerrein Loopkant-Liessent heeft een  uitstekende bereikbaarheid  via de  N264, die  een directe  verbinding  heeft met de oprit naar de A50 snelweg (Zwolle - Eindhoven). Niet veel verder is de aansluiting met de A59 snelweg (Oss - Breda), die een directe verbinding heeft met de A16 snelweg, die de haven va …",€ 999.500 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,Momenteel in aanbouw,848 m²,693 m²,155 m²,"9,5 m",,,2 bouwlagen,"Overheaddeuren, krachtstroom, betonvloer, toilet, inbouwarmaturen en te openen ramen",Niet beschikbaar,Bedrijventerrein,,,,€ 71.400 per jaar,,,,,,,,,,,,5.000 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89333557,Tolweg 45,Bedrijfshal,€ 280.000 k.k.,5171 PV Kaatsheuvel,https://www.fundainbusiness.nl/bedrijfshal/kaatsheuvel/object-89333557-tolweg-45/?navigateSource=resultlist,2025-06-10 15:03:05,"Dit betreft nummer  45  en 47!   Per  direct beschikbaar! Moderne nieuwe  bedrijfsunitS  (bouwjaar 2025) met kantoorruimte op  verdieping.  Hier is  GEEN overdrachtsbelasting  van toepassing  indien u  een BTW-  ondernemer  bent.  Vestig uw onderneming op bedrijvenpark Kaatsheuvel – een toekomstgerichte locatie waar duurzaamheid, uitstekende bereikbaarheid en een dynamische omgeving samenkomen. Strategisch gelegen tussen Tilburg, Waalwijk en ’s-Hertogenbosch, vormt dit park een aantrekkelijk kn …",€ 280.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,140 m²,70 m²,70 m²,"3,8 m",7 m,,2 bouwlagen,"Overheaddeuren, krachtstroom en betonvloer",Niet verplicht,Bedrijventerrein,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,€ 145.000 kosten koper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43978692,Lipsstraat 22-U48,Bedrijfshal,€ 280 /mnd,5151 BH Drunen,https://www.fundainbusiness.nl/bedrijfshal/drunen/object-43978692-lipsstraat-22-u48/?navigateSource=resultlist,2025-06-10 15:03:09,"Nieuw opgeleverde garagebox,  onderdeel  uitmakend van  een groter  complex met algemene parkeerplaatsen  aan  de voorzijde.  Algemeen De bedrijfspanden worden gerealiseerd  aan de Lipsstraat  in Drunen. Een zeer  strategische locatie  voor  diverse  doelgroepen van ondernemers. De ligging is zondermeer goed te noemen gezien de nabije ligging van de rijksweg A59 tussen ’s-Hertogenbosch en Breda. De rijksweg naar Rotterdam, Gorinchem en de Rijksweg A2 zijn ook zeer goed bereikbaar.  Bouwjaar 202 …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2022,21 m²,21 m²,,"3,5 m",7 m,,,"Overheaddeuren, krachtstroom, betonvloer en toilet",Niet verplicht,Bedrijventerrein,,,,€ 280 per maand,,,,,,,€ 30 per maand (21% BTW van toepassing),,,,,350 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43969033,Siloweg 9,Bedrijfshal,€ 19.500 /jr,5222 BN Den Bosch,https://www.fundainbusiness.nl/bedrijfshal/den-bosch/object-43969033-siloweg-9/?navigateSource=resultlist,2025-06-10 15:03:13,"TE HUUR Circa  150  m² bedrijfsruimte   De  bedrijfsruimte maakt onderdeel uit  van  een bedrijfsunit gelegen in het bedrijfsverzamelgebouw, bestaande uit  24 multifunctionele bedrijfsunits,  die een variëteit aan  ondernemingen huisvesten.    Bedrijfsruimte  Het te huur aangeboden bedrijfsobject bestaat uit circa 150 m² gelegen op de begane grond.  Kenmerken - Betonvloer - Verlichting middels TL-verlichting - Overheaddeur  Parkeren Het object beschikt over 3 eigen parkeerplaatsen.  Locatie Het …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,,150 m²,150 m²,,,,,,Overheaddeuren en betonvloer,Niet beschikbaar,Bedrijventerrein,"Bushalte op minder dan 500 m, NS Intercitystation op 3000 m tot 4000 m en snelwegafrit op 1000 m tot 1500 m",,,€ 19.500 per jaar,,,,,,,,,,,,,,,,,,,,,,,,2001-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89311038,Hurksestraat 22-B,Bedrijfshal,€ 60.000 /jr,5652 AK Eindhoven,https://www.fundainbusiness.nl/bedrijfshal/eindhoven/object-89311038-hurksestraat-22-b/?navigateSource=resultlist,2025-06-10 15:03:17,"BESCHRIJVING Multifunctionele bedrijfsruimte  centraal  gelegen op  “De Hurk”.   LOCATIE/LIGGING De beschikbare  bedrijfsruimte  maakt onderdeel uit van het zeer bekende, voormalige  “Van der Winkel-complex”,  nu in gebruik bij  Isero. Dit  complex  is  gelegen op be-drijventerrein “De Hurk” en is gelegen in de directe nabijheid van de op- en afritten van het snelwegennet A2. Het bedrijven-terrein “De Hurk” is het grootste en het meest gewilde bedrijventerrein van Eindhoven dat een grote versch …",,Log in om te bekijken,Beschikbaar,Beschikbaar per 1-10-2025,Bedrijfshal,Bestaande bouw,1993,968 m²,968 m²,,,,6.155 m²,,,Niet beschikbaar,,,,,€ 60.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43956947,Nieuwstraat 5,Winkel,€ 80.000 /jr,4811 WX Breda,https://www.fundainbusiness.nl/winkel/breda/object-43956947-nieuwstraat-5/?navigateSource=resultlist,2025-06-10 15:03:22,"Algemeen In het  centrum  van Breda,  zijstraat van  de Eindstraat, bieden wij  een  winkelruimte aan van totaal  circa  500  m² met een frontbreedte van  22  meter. De  winkelruimte  heeft  een  achteruitgang via  de naastgelegen poort.  De eindstraat is één van de prominente winkelstraten in het centrum van Breda. Een gezellig winkelgebied op korte afstand van de Grote Markt. In de directe omgeving zijn verschillende bijzondere locacties te vinden zoals, Hotel Nassau Breda, winkelcentrum de B …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,2001,500 m²,,,,,,1 bouwlaag,,A+,Stadscentrum/dorpskern,,,,€ 80.000 per jaar,,500 m²,22 m,,Nee,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43841949,Nijverheidsweg 4,Verhard buitenterrein,€ 2.000 /mnd,4661 VM Halsteren,https://www.fundainbusiness.nl/verhard-buitenterrein/halsteren/object-43841949-nijverheidsweg-4/?navigateSource=resultlist,2025-06-10 15:03:25,Omschrijving Op zoek  naar  een ruim  verhaard en  omheind buitenterrein? Dan is  deze  locatie voor u geschikt!   Algemeen Het terrein is  voorzien van  een oppervlakte  van ca.  1.100 m²  en  is volledig voorzien van een omheining en verharde bestrating. Het terrein is direct gelegen tegenover de Lidl en is omringd door kleinschalige bedrijvigheid.  In het kort -Volledig omheind; -Volledig bestraat; -Direct gelegen tegenover de Lidl; -Op 5 minuten rijden van de A4.  Kadastrale informatie Geme …,,Log in om te bekijken,Beschikbaar,In overleg,Verhard buitenterrein,Bestaande bouw,,1.100 m²,,,,,1.100 m²,,,Niet beschikbaar,,,,,€ 2.000 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43840534,Zandstraat type D,Bedrijfshal,€ 387.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43840534-zandstraat-type-d/?navigateSource=resultlist,2025-06-10 15:03:28,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit type D -  bruto vloeroppervlakte begane  grond: 200 m² (16  x 12,5),  vloerbelasting  2.500  kg/m² - bruto vloeroppervlakte eerste verdieping: 66 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 266 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - bedrijfsunit is beschikbaar met 400 m² buitenterrein, totaalprijs € 387.000,- v.o.n. excl. btw …",€ 387.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,266 m²,266 m²,,"7,5 m",,666 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,400 m²,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43840474,Zandstraat type L,Bedrijfshal,€ 315.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43840474-zandstraat-type-l/?navigateSource=resultlist,2025-06-10 15:03:33,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit type L -  bruto vloeroppervlakte begane  grond: 200 m² (12,5  x 16),  vloerbelasting  2.500  kg/m² - bruto vloeroppervlakte eerste verdieping: 46 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 246 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - prijs: € 315.000,- v.o.n. excl. btw  De bedrijfsunits worden gerealiseerd voor MKB-ondernemers …",€ 315.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,246 m²,246 m²,,"7,5 m",,613 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43840460,Zandstraat type K,Bedrijfshal,€ 389.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43840460-zandstraat-type-k/?navigateSource=resultlist,2025-06-10 15:03:36,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit  type K - bruto  vloeroppervlakte begane  grond: 269  m² (16,82  x 16),  vloerbelasting  2.500 kg/m² - bruto vloeroppervlakte eerste verdieping: 87 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 356 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - prijs: € 389.000,- v.o.n. excl. btw  De bedrijfsunits worden gerealiseerd voor MKB-onderneme …",€ 389.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,356 m²,356 m²,,"7,5 m",,560 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43849313,Zandstraat type I,Bedrijfshal,€ 525.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43849313-zandstraat-type-i/?navigateSource=resultlist,2025-06-10 15:03:42,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit type I -  bruto vloeroppervlakte begane  grond: 422 m² (26,4  x 16),  vloerbelasting  2.500  kg/m² - bruto vloeroppervlakte eerste verdieping: 75 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 497 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - prijs: € 525.000,- v.o.n. excl. btw  De bedrijfsunits worden gerealiseerd voor MKB-ondernemers …",€ 525.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,497 m²,497 m²,,"7,5 m",,422 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43849383,Zandstraat type H,Bedrijfshal,€ 510.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43849383-zandstraat-type-h/?navigateSource=resultlist,2025-06-10 15:04:04,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit  type H - bruto  vloeroppervlakte begane  grond: 401  m² (25  x 16),  vloerbelasting  2.500 kg/m² - bruto vloeroppervlakte eerste verdieping: 71 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 472 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - prijs: € 510.000,- v.o.n. excl. btw  De bedrijfsunits worden gerealiseerd voor MKB-ondernemers  …",€ 510.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,472 m²,472 m²,,"7,5 m",,401 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43849371,Zandstraat type G,Bedrijfshal,€ 492.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43849371-zandstraat-type-g/?navigateSource=resultlist,2025-06-10 15:04:08,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.   Bedrijfsunit  type  G - bruto vloeroppervlakte begane  grond:  380 m²  (23,8  x  16),  vloerbelasting 2.500  kg/m² - bruto vloeroppervlakte eerste verdieping: 67 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 447 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - prijs: € 492.000,- v.o.n. excl. btw  De bedrijfsunits worden gerealiseerd voor MKB-onderne …",€ 492.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,447 m²,447 m²,,"7,5 m",,380 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43849247,Zandstraat type F,Bedrijfshal,€ 466.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43849247-zandstraat-type-f/?navigateSource=resultlist,2025-06-10 15:04:11,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit type F -  bruto vloeroppervlakte begane  grond: 300 m² (24  x 12,5),  vloerbelasting  2.500  kg/m² - bruto vloeroppervlakte eerste verdieping: 59 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 359 m² - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - deze bedrijfsunit is beschikbaar met 184 m² buitenterrein, totaalprijs € 466.000,- v.o.n. excl …",€ 466.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,359 m²,359 m²,,"7,5 m",,300 m²,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,184 m²,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43849209,Zandstraat type A,Bedrijfshal,€ 175.000 v.o.n.,5421 WK Gemert,https://www.fundainbusiness.nl/bedrijfshal/gemert/object-43849209-zandstraat-type-a/?navigateSource=resultlist,2025-06-10 15:04:17,"Het project, gelegen  aan  de Zandstraat  in Gemert,  bestaat uit 47 bedrijfsunits  bestaande  uit verschillende oppervlaktes.  Bedrijfsunit  type A - bruto  vloeroppervlakte begane  grond: 100  m² (8  x 12,5),  vloerbelasting  2.500 kg/m² - bruto vloeroppervlakte eerste verdieping: 28 m², vloerbelasting 300 kg/m² - totale bruto vloeroppervlakte: 128 m²  - goothoogte: 5,0 meter - nokhoogte: 7,5 meter - prijs: € 175.000,- v.o.n. excl. btw  De bedrijfsunits worden gerealiseerd voor MKB-ondernemer …",€ 175.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,128 m²,128 m²,,"7,5 m",,100 m²,,"Overheaddeuren, krachtstroom, betonvloer en toilet",Niet verplicht,Bedrijventerrein en landelijk gebied,,,,,,,,,,,,,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43847061,Uilenwaard 31,Bedrijfshal,€ 45.000 /jr,5236 WB Den Bosch,https://www.fundainbusiness.nl/bedrijfshal/den-bosch/object-43847061-uilenwaard-31/?navigateSource=resultlist,2025-06-10 15:04:21,"Locatie Dit representatieve  kantoor-/bedrijfsobject  is gelegen  op bedrijventerrein  Maasakkers in Empel, aan  de  noordzijde van de gemeente  's-Hertogenbosch.  Het  moderne bedrijventerrein biedt een strategische  ligging  met uitstekende  ontsluitingen  naar  de  A59, die  direct aansluit op de A2, waardoor zowel de regionale als nationale verbindingen optimaal zijn. Ook de bereikbaarheid per openbaar vervoer is goed; op enkele minuten loopafstand bevindt zich een bushalte die een snelle c …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2010,631 m²,631 m²,,,,2.975 m²,,"Lichtstraten, overheaddeuren, krachtstroom, betonvloer en heater",Niet beschikbaar,Bedrijventerrein,,,,€ 45.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43832058,Hoofdstraat 13,Bedrijfshal|Garagebox,€ 185 /mnd,5706 AJ Helmond,https://www.fundainbusiness.nl/bedrijfshal/helmond/object-43832058-hoofdstraat-13/?navigateSource=resultlist,2025-06-10 15:04:24,"Aan de Hoofdstraat  13  in Helmond  is deze  praktische garagebox per direct  beschikbaar  voor verhuur. De garage is  ideaal voor opslag of  het stallen  van een  voertuig en  beschikt over  diverse  praktische voorzieningen.  Ligging en bereikbaarheid De garage is gelegen op een goed bereikbare locatie in Helmond, met diverse voorzieningen in de omgeving. Door de gunstige ligging is de garage eenvoudig te bereiken met zowel personenauto’s als grotere voertuigen.  Metrages (BVO) circa 29 m²    …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2021,10 m²,10 m²,,,,,,Overheaddeuren en betonvloer,Niet verplicht,Bedrijventerrein,,,,€ 185 per maand,Garagebox,,,,,,€ 15 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43837593,Ambachtstraat 16,Bedrijfshal,€ 995 /mnd,4261 TJ Wijk en Aalburg,https://www.fundainbusiness.nl/bedrijfshal/wijk-en-aalburg/object-43837593-ambachtstraat-16/?navigateSource=resultlist,2025-06-10 15:04:29,BETAALBARE OPSLAG |  Ambachtstraat  16 te  Wijk en  Aalburg | Grote opslagruimte  (ca.  242 m²) met extra kantoorruimte  (ca. 60 m²) gelegen  op de  eerste verdieping  van het  pand.   Bent  u op zoek naar betaalbare opslagruimte? Zoek dan niet verder!  Deze functionele opslagruimte bevindt zich op de eerste verdieping van een goed onderhouden pand aan de Ambachtstraat in Wijk en Aalburg. Het betreft een grote zolder met een oppervlakte van ca. 242 m² met aan de voorzijde een ruim kantoor van c …,,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Bedrijfshal,Bestaande bouw,2001,302 m² (in units vanaf 242 m²),242 m²,60 m²,3 m,24 m,,1 bouwlaag,Te openen ramen,Niet beschikbaar,Bedrijventerrein,,,,€ 995 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
