listing_id,title,category,price,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwjaar,Oppervlakten_Oppervlakte,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Oppervlakten_Vrije_hoogte,Oppervlakten_Vrije_overspanning,Oppervlakten_Perceel,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Omgeving_Lokale_voorzieningen,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Huurprijs,Bouw_Mogelijke_functie(s),Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Indeling_Woonruimte,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Overdracht_Servicekosten,Oppervlakten_Terrein_oppervlak,Overname_Personeel,Bouw_Soort_horeca,Indeling_Gelegen_op,Oppervlakten_Draagvermogen,Bouw_Paardenboxen,Oppervlakten_Totale_oppervlakte,Oppervlakten_Huiskavels,Woonruimte_Bedrijfswoningen,Woonruimte_Hoofdwoning,Woonruimte_Inhoud,Woonruimte_Bouwjaar,kadastrale_code,eigendomssituatie,Bouw_Aantal_kalveren,Woonruimte_Bouwperiode,Bouw_Bouwperiode,Overdracht_Oorspronkelijke_huurprijs,Overdracht_Oorspronkelijke_vraagprijs,Parkeergelegenheid_Parkeerkosten,Woonruimte_Energielabel,Bouw_Glasopstanden,Oppervlakten_Veldkavels,Oppervlakten_Type_teelt,Overdracht_Eigendomssituatie,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Bouw_Ligboxen,Oppervlakten_Grondsoort,Bouw_Opstallen,Bouw_Rijhallen,Oppervlakten_Uitbreidingsmogelijkheden,Bouw_Loodsen,Bouw_Afrasteringen,Bouw_Bebouwingsmogelijkheid,Bouw_Maximale_bouwhoogte,Bouw_Plaatsen_voor_jongvee,Bouw_Melksysteem,Bouw_Opstanden,Beleggingsobject_Bruto_huuropbrengst,Overname_Bedrijfsovername,Oppervlakten_Type_land,Oppervlakten_Grond_lengte,Oppervlakten_Grond_breedte,Oppervlakten_Drainage,Bouw_Aantal_vleesvarkens,Bouw_Vleesvarkensstallen,Oppervlakten_Bouwkavels,Bouw_Aantal_biggen,Bouw_Biggenstallen,Bouw_Opslagschuren,Bouw_Machineloodsen
42270326,Waardjesweg 64,Tuinbouwbedrijf,Prijs op aanvraag,5725 TB Heusden (Gem. Asten),https://www.fundainbusiness.nl/agrarisch-bedrijf/heusden-gem-asten/object-42270326-waardjesweg-64/?navigateSource=resultlist,2025-06-10 15:00:57,"Glastuinbouwbedrijf met woning,  glasopstanden,  ondergrond, erf,  tuin en  overige aanhorigheden gelegen aan  Waardjesweg  64 te Heusden gemeente Asten.  BIJZONDERHEDEN/PERSPECTIEVEN -  De bedrijfswoning is  bestemd als plattelandswoning en  kan zodoende  bewoond  worden  door/verkocht worden aan derden die geen relatie hebben met het achterliggend bedrijf. - Het tuinbouwbedrijf is aangesloten op het warmtenet van de lokale Biomassa centrale waardoor gunstige/concurrerende tarieven gelden voor …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Tuinbouwbedrijf (glastuinbouwbedrijf),Bestaande bouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTEN P 990-ASTEN P 1933-ASTEN P 1934,1 ha 39 a 0 ca (geheel perceel)-0 ha 11 a 0 ca (geheel perceel)-1 ha 43 a 40 ca (geheel perceel),,,,,,,,24.349 m² (bouwjaar 1997),,Groente,,,,,,,,,,,,,,,,,,,,,Nee,,,,,,,
42122153,Dorpsstraat 16,Winkel,Huurprijs op aanvraag,5061 HK Oisterwijk,https://www.fundainbusiness.nl/winkel/oisterwijk/object-42122153-dorpsstraat-16/?navigateSource=resultlist,2025-06-10 15:01:00,"Eén van de  laatste  beschikbare winkelruimtes  in het  centrum van Oisterwijk!   Op  de A1 locatie van het Pittoreske Oisterwijk en  midden in het  hart van de Dorpsstraat  gelegen representatieve  en  instapklare  winkelruimte. De winkelruimte bestaat uit ca. 150 m2 verhuurbare vloeroppervlakte en 36 m2 kurkdroge kelderruimte, ideaal voor opslag. De winkelruimte is van alle gemakken voorzien, een transparant rolluik voor de etalage, inbouw spots, toilet, pantry en een elektrisch op afstand be …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Winkel,Bestaande bouw,1930,186 m²,,,,,410 m²,2 bouwlagen,,A+,Stadscentrum/dorpskern,,,,Huurprijs op aanvraag,,150 m²,"5,7 m",,Nee,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42166733,Bisschopshoeve 12,Winkel,€ 27.000 /jr,4817 PV Breda,https://www.fundainbusiness.nl/winkel/breda/object-42166733-bisschopshoeve-12/?navigateSource=resultlist,2025-06-10 15:01:04,"Locatie De winkelruimte,  nu  in gebruik  als groente-/boerderijwinkel,  is gesitueerd in winkelcentrum  Heusdenhout  in Breda-Oost. In dit  druk  bezochte  boodschappencentrum zijn onder meer een  vestiging  van Albert  Heijn,  Etos,  Gall,  diverse vers-speciaalzaken,  horeca en een Poolse delicatessenwinkel gevestigd. De winkels liggen in een L-vorm om het centrale parkeerterrein. Het zeer goed ontsloten en daardoor goed bereikbare winkelcentrum, vormt het hart van de wijk en is direct geleg …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,,107 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Winkelcentrum,"Bushalte op minder dan 500 m, NS Intercitystation op 3000 m tot 4000 m en snelwegafrit op 1000 m tot 1500 m",,,€ 27.000 per jaar,,107 m²,7 m,,Nee,B1,€ 50 per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,1971-1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88426596,Galerij 27,Winkel,Huurprijs op aanvraag,5401 GC Uden,https://www.fundainbusiness.nl/winkel/uden/object-88426596-galerij-27/?navigateSource=resultlist,2025-06-10 15:01:08,"Te huur winkelruitem  op  A1 locatie  in hartje  centrum van Uden   ADRES  Galerij 27 te Uden  OBJEKT Winkelruimte   LIGGING Gelegen op  A1 locatie in het  kernwinkelgebied van  Uden  op  de Galerij in directe omgeving van diverse aansprekende winkelformules zoals H&M, Amac, We, C&A, Trekpleister, ANWB, van Haren schoenen, Kruidvat, La Vie damesmode, Nelson Schoenen, Ici Paris XL, Intertoys, KPN etc.  Gemeente Uden heeft momenteel circa 42.250 inwoners en heeft een sterk kernwinkelgebied met ee …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,1969,159 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern,,,,Huurprijs op aanvraag,,159 m²,7 m,,Nee,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42798214,Raadhuisstraat 60,Winkel,€ 24.000 /jr,4701 PV Roosendaal,https://www.fundainbusiness.nl/winkel/roosendaal/object-42798214-raadhuisstraat-60/?navigateSource=resultlist,2025-06-10 15:01:11,Algemeen: Het betreft  hier  een op  de begane  grond gelegen representatieve multifunctionele  (commerciële)  ruimte van ca. 90 m² met achtertuin.   Door de brede  bestemming bied het diverse  mogelijkheden voor  ondernemers.    De ruimte is gelegen op een uitstekende locatie in het centrum op loopafstand van het kernwinkelgebied van Roosendaal en heeft een zichtlocatie in de Raadhuisstraat. Tevens is er een goede bereikbaarheid met eigen en openbaar vervoer middels de diverse invalswegen.   E …,,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,Voor 1906,90 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 1000 m tot 1500 m en snelwegafrit op 1500 m tot 2000 m",,,€ 24.000 per jaar,,90 m²,"4,5 m",,Nee,B2,€ 250 per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42498555,Corridor 11,Winkel,€ 29.000 /jr,5554 HL Valkenswaard,https://www.fundainbusiness.nl/winkel/valkenswaard/object-42498555-corridor-11/?navigateSource=resultlist,2025-06-10 15:01:14,"Locatie De winkelruimte,  voorheen  in gebruik  door Specsavers,  ligt aan de Corridor  Oost,  in het voetgangersgebied tussen de  Eindhovenseweg en de overdekte  winkelpassage Kerverij  (met onder  andere Lidl  en Action)  en  de C&A vestiging. Corridor Oost behoort tot het kernwinkelgebied van Valkenswaard en behalve de vestiging van C&A zijn onder andere Etos, Only, Hans Anders en Vero Moda hier gevestigd. De gemeente Valkenswaard telt circa 40.000 inwoners. Het secundaire verzorgingsgebied  …",€ 300.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,,150 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern en winkelcentrum,,,,€ 29.000 per jaar,,150 m²,"6,5 m",,Nee,A1,,,,,,,,,,,,,,,,,,1960-1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87909212,Arendshof 30-32,Winkel,Huurprijs op aanvraag,4901 LH Oosterhout (NB),https://www.fundainbusiness.nl/winkel/oosterhout-nb/object-87909212-arendshof-30-32/?navigateSource=resultlist,2025-06-10 15:01:18,Oosterhout Arendshof 30-32    Te huur  zijnde winkelruimte  gelegen op de begane  grond  in het winkelcentrum Arendshof. Dit  object kan ook in  tweeën worden  gesplitst. Het  object is  een voormalige  Specsavers  geweest.  Het object heeft een hoofdingang de voorkant winkelruimte gelegen in het winkelcentrum. Aan de achterzijde van het winkelcentrum zit een ingang om te laden/lossen. De (winkel)ruimte is vrij in te delen.   Het object is gelegen in het centrum van Oosterhout en is omringd doo …,,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,1997,198 m² (in units vanaf 87 m²),,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern en winkelcentrum,Busknooppunt op 500 m tot 1000 m en snelwegafrit op minder dan 500 m,,,Huurprijs op aanvraag,,178 m²,"5,5 m",,Nee,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86526628,Wijngaardplein 12,Winkel met showroom,€ 55.000 /jr,5632 MA Eindhoven,https://www.fundainbusiness.nl/winkel/eindhoven/object-86526628-wijngaardplein-12/?navigateSource=resultlist,2025-06-10 15:01:36,"TE HUUR:	 Casco-plus  winkelruimte  in het  Winkelcentrum Vaartbroek  te Eindhoven met een  diversiteit  aan winkels waaronder AH, Lidl,  Kruidvat, Etos en New  York Pizza.   LIGGING:	  Wijngaardplein 12-13  te Eindhoven.    ALGEMEEN:	 De winkelruimte is gelegen in het noorden van Eindhoven in een goedlopend bovenwijks winkelcentrum met ruim 30 winkels waaronder Lidl, Albert Heijn, Etos, Kruidvat, Brainwash, Shoeby en NY Pizza. Het winkelcentrum bekeert in zeer nette staat en wordt goed onderho …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1966,312 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Winkelcentrum,,,,€ 55.000 per jaar,,312 m²,15 m,,Ja,B1,€ 15 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40822985,Croy 7,Kantoor,€ 110 /m²/jaar,5653 LC Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-40822985-croy-7/?navigateSource=resultlist,2025-06-10 15:01:40,"CROY 7 TE  EINDHOVEN   Deze  inspirerende werkplek  is gelegen aan Croy  7  en 9, 5653 LC te Eindhoven  Een  A-locatie, direct gelegen  aan autosnelweg A2/randweg N2  en heeft  ruim  voldoende  parkeergelegenheid.  Het Kasteel beschikt over ENERGIELABEL A.  Verdieping	        Omschrijving	         Oppervlakte 1e etage	        Vleugel Oost	         Circa   285 m² 1e etage	        Vleugel Noord	         Circa   233 m² 2e etage	        Vleugel Oost	         Circa     98 m²  ONTMOET JE NIEUWE WERKP …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1981,616 m² (in units vanaf 98 m²),,,,,,2 bouwlagen,"Mechanische ventilatie, inbouwarmaturen, liften, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",A,Kantorenpark,,,,€ 110 per vierkante meter per jaar,,,,,,,€ 55 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,€ 87 per vierkante meter per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48935053,Schadewijkstraat 6-a,Kantoor,Prijs n.o.t.k.,5348 BC Oss,https://www.fundainbusiness.nl/kantoor/oss/object-48935053-schadewijkstraat-6-a/?navigateSource=resultlist,2025-06-10 15:01:43,"Locatie Aan de  rand  van het  centrum van  Oss, parallel aan een  van  de drukste radialen van de stad Oss, is  op een voor  Ossenaren zeer herkenbare locatie,  is het  ""Anton  Jurgenshuis""  gevestigd. Met 200.000 bezoekers per jaar is het Anton Jurgenshuis een belangrijk centrum voor gezondheid en welzijn in Oss en omgeving.   In het gebouw is een diversiteit van gebruikers (voornamelijk gezondheids- en maatschappelijk gerelateerd) gehuisvest waaronder de GGD Hart voor Brabant, Ons Welzijn Os …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,,925 m² (in units vanaf 14 m²),,,,,,2 bouwlagen,"Inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling","D 1,35",In woonwijk en stationslocatie,NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 2000 m tot 3000 m,,,Huurprijs nader overeen te komen,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,1981-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48673343,Joulehof 12,Kantoor,€ 2.087 /mnd,4622 RG Bergen op Zoom,https://www.fundainbusiness.nl/kantoor/bergen-op-zoom/object-48673343-joulehof-12/?navigateSource=resultlist,2025-06-10 15:01:48,BERGEN OP ZOOM  -  KRABBEPOORT KANTOORGEBOUW  JOULEHOF 12   Locatie Kantorenpark Krabbepoort  is  ideaal gesitueerd op de hoek Wouwsestraatweg-Marconilaan. Hier sluit  het randwegenstelsel van  Bergen op Zoom aan  op de  A58  (Breda-Vlissingen)  en op het nieuwe gedeelte van de A4 om Halsteren (Rotterdam-Antwerpen). Het centrum van Bergen op Zoom en het NS-station zijn op korte afstand.  Het kantoor Pagurus aan Joulehof is één van de vier kantoren in kantorenpark Krabbepoort. Tot de daar gevest …,,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2002,1.615 m² (in units vanaf 205 m²),,,,,,5 bouwlagen,"Inbouwarmaturen, liften en te openen ramen",B,Kantorenpark,NS Intercitystation op 1000 m tot 1500 m en snelwegafrit op minder dan 500 m,,,€ 2.087 per maand,,,,,,,€ 35 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,€ 139 per vierkante meter per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89306437,Ringbaan-Oost 8-05,Kantoor,€ 140 /m²/jaar,5013 CA Tilburg,https://www.fundainbusiness.nl/kantoor/tilburg/object-89306437-ringbaan-oost-8-05/?navigateSource=resultlist,2025-06-10 15:01:53,"De 3 Suisses  wolfabriek  dateert van  1932, een  van de eerste postorderbedrijven  waar  breigarens geknot, verkocht en verzonden  werden. Het bedrijfsobject bestaat  uit kantoorruimten  aan de  voorzijde, ateliers  aan de  achterzijde  en een groot parkeerterrein. De typische architectuur van het gebouw doet denken aan de middelbare scholen uit die tijd, met gebruik van stalen kozijnen, kale trappenhuizen en metselwerk.  In 1980 kwam het gebouw beschikbaar, is behouden gebleven, in de loop va …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,1932,375 m²,,,,,,1 bouwlaag,,Niet beschikbaar,,,,,€ 140 per vierkante meter per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89304012,Kooiweg 1-B,Bedrijfshal,€ 450.000 k.k.,5151 BG Drunen,https://www.fundainbusiness.nl/bedrijfshal/drunen/object-89304012-kooiweg-1-b/?navigateSource=resultlist,2025-06-10 15:01:56,"Recent ontwikkelde, functionele  bedrijfshal  op zeer  mooie locatie  wordt geleverd in de  BTW.  Deze goed geïsoleerde berdrijfshal welke  een bijzonder deugdelijke bouw  heeft met  een inwendige  afmeting van  23,66 x  12,45  en een totale vloeroppervlakte ven 294,5 m2. Dagmaat van extra zware overhead-deur is 5 x 4,21, met daarnaast een loopdeur. Het buitenterrein van 125 meter wordt afgesloten middels een zwaar hekwerk van Copal van 6 m breed en tevens  voorzien van een looppoort van 1 m br …",€ 450.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,294 m²,294 m²,,"4,7 m",12 m,457 m²,,Overheaddeuren,Niet verplicht,,,,,,,,,,,,,125 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43947661,Prins Bernhardstraat 17,Winkel met showroom,€ 40.000 /jr,5721 GA Asten,https://www.fundainbusiness.nl/winkel/asten/object-43947661-prins-bernhardstraat-17/?navigateSource=resultlist,2025-06-10 15:02:00,"Locatie Het winkelpand,  waar  voorheen de  EP Elektronica  winkel Jeuken was gevestigd,  is  gelegen in de dorpskern, grenzend  aan de winkelcentra Het  Kompas en  Midas. Door  de centrale  ligging is  de  winkelruimte uitstekend bereikbaar voor zowel het winkelend publiek als voor autoverkeer. In het centrum zijn reeds vestigingen te vinden van Hema, Kruidvat, Expert, Zeeman, Lidl, Bakker Bart, Etos en supermarkten van Plus, LIDL en Albert Heijn.  Object De op de begane grond gelegen commerci …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1976,650 m²,,,,,,1 bouwlaag,,Niet beschikbaar,,,,,€ 40.000 per jaar,,650 m²,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43945507,Burgemeester Magneestraat 13-a,Winkel met showroom,€ 219.000 k.k.,5571 HB Bergeijk,https://www.fundainbusiness.nl/winkel/bergeijk/object-43945507-burgemeester-magneestraat-13-a/?navigateSource=resultlist,2025-06-10 15:02:03,"In het centrum  van  Bergeijk gelegen  commerciële ruimte,  zijnde winkelpand met verdieping  dat  voorheen maar liefst 50 jaar  in gebruik geweest bij  “Foto Huub”.  Bestemmingsplanwijziging tot  woonruimte behoort  tot de  mogelijkheden.   Indeling:  Begane grond:  Entree naar winkelruimte van ca. 60 m2 met tegelvloer, meterkast met glasvezel, kelderkast en enkele vaste kasten.  Eerste verdieping:  Via vaste trap naar een open ruimte van ca. 35 m2 met een keukenblok met apparatuur, badkamer m …",€ 219.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1910,95 m²,,,,,95 m²,2 bouwlagen,,C,Stadscentrum/dorpskern,,,,,,60 m²,5 m,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89393727,Koopvaardijweg 5-C,Kantoor,€ 19.750 /jr,4906 CV Oosterhout (NB),https://www.fundainbusiness.nl/kantoor/oosterhout-nb/object-89393727-koopvaardijweg-5-c/?navigateSource=resultlist,2025-06-10 15:02:07,"Representatieve zelfstandige kantoorruimte  op  bedrijventerrein Weststad  (Oosterhout NB)  met zes parkeerplaatsen op  eigen  terrein is op korte termijn  beschikbaar (circa 150 m²  BVO). De  ruimte is  voorzien van  oa. 3  kantoor/vergaderkamers,  keuken met lunchgelegenheid, systeemplafonds met verlichting en eigen sanitair (2x).    Bedrijventerrein Weststad bevindt zich ten noorden van Oosterhout en ligt strategisch gunstig t.o.v. de A16 richting Rotterdam en Antwerpen. De A27 richting Utre …",,Log in om te bekijken,Beschikbaar,Beschikbaar per 1-7-2025,Kantoor,Bestaande bouw,1998,150 m²,,,,,,2 bouwlagen,,Niet beschikbaar,Bedrijventerrein,,,,€ 19.750 per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43928045,Gerard Bildersstraat 8,Bedrijfshal,€ 20.000 /jr,5753 DE Deurne,https://www.fundainbusiness.nl/bedrijfshal/deurne/object-43928045-gerard-bildersstraat-8/?navigateSource=resultlist,2025-06-10 15:02:10,"Te huur: Kantoorruimte  gelegen  op een  unieke en  strategische plek in Deurne  op  bedrijventerrein De Leemskuilen met een  variatie aan bedrijven. De  toegangswegen zijn  goed bereikbaar.  Het object  is voorzien  van  kantoorruimten (in diverse afmetingen).  - Kantoorruimte begane grond ca. 104 m² - Bedrijfsruimte 4 ca. 210 m²  De kantoorruimte is voorzien van radiatoren, systeemplafond, houten kozijnen, dubbel glas en airconditioning/mechanische ventilatie.   Locatie De kantoorruimte is ge …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1980,314 m² (in units vanaf 210 m²),210 m²,104 m²,"5,5 m",,,1 bouwlaag,"Overheaddeuren, krachtstroom, betonvloer, airconditioning, mechanische ventilatie en te openen ramen",A,Bedrijventerrein,"Bushalte op 500 m tot 1000 m, busknooppunt op 500 m tot 1000 m, metrohalte op 5000 m of meer, metroknooppunt op 5000 m of meer, NS Intercitystation op 500 m tot 1000 m, snelwegafrit op 5000 m of meer, Tramhalte op 5000 m of meer en tramknooppunt op 5000 m of meer",,,€ 20.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89375084,Nieuwe Waalreseweg 95,Winkel,€ 1.150 /mnd,5552 EE Valkenswaard,https://www.fundainbusiness.nl/winkel/valkenswaard/object-89375084-nieuwe-waalreseweg-95/?navigateSource=resultlist,2025-06-10 15:02:14,"Bent u op  zoek  naar een  representatieve en  commercieel aantrekkelijke winkel- of  horecaruimte  in Valkenswaard? Dan is deze kiosk / winkelruimte  van circa 48  m² aan de Nieuwe  Waalreseweg 95  precies  wat  u zoekt. Het object is onderdeel van het drukbezochte Winkelcentrum Het Gegraaf, direct tegenover de populaire Jumbo supermarkt.  Uitstekende locatie met hoge attentiewaarde  Dankzij de ligging pal aan de Nieuwe Waalreseweg, een drukke doorgaande weg in Valkenswaard, én tegenover een g …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,2005,48 m²,,,,,48 m²,1 bouwlaag,,Niet verplicht,Winkelcentrum,,,,€ 1.150 per maand,,48 m²,10 m,,Nee,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43904752,Woenselse Markt 11,Winkel met showroom,€ 65.000 /jr,5612 CP Eindhoven,https://www.fundainbusiness.nl/winkel/eindhoven/object-43904752-woenselse-markt-11/?navigateSource=resultlist,2025-06-10 15:02:19,"Object Het object  is  gelegen aan  de Woenselse  Markt, een autonoom winkelgebied  tussen  het centrum van Eindhoven en de deelgemeente Woensel.  De bereikbaarheid is,  zowel met auto als  met het  openbaar  vervoer,  uitstekend. Vele landelijke filiaalbedrijven zijn in de directe omgeving gesitueerd zoals Hema, Kruidvat, Wibra, KiK Textilien, Lidl en Albert Heijn.  Locatie De zeer representatieve commerciële ruimte op de begane grond is momenteel in gebruik bij Praxis en komt beschikbaar voor …",,Log in om te bekijken,Beschikbaar,Beschikbaar per 1-1-2026,Winkel met showroom,Bestaande bouw,1998,350 m²,,,,,,1 bouwlaag,,Niet beschikbaar,,,,,€ 65.000 per jaar,,350 m²,,,Nee,,€ 1.200 per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89367648,Kanaalweg-West 1,Bedrijfshal,Huurprijs op aanvraag,4921 PZ Made,https://www.fundainbusiness.nl/bedrijfshal/made/object-89367648-kanaalweg-west-1/?navigateSource=resultlist,2025-06-10 15:02:22,"Bedrijfsruimte (volledig geïsoleerd)  voor  opslag met  een totale  vloeroppervlakte van ca. 734  m2  en voorzien van vier overheaddeuren.   De opslagruimte is  voorzien van  een geïsoleerde  gevlinderde betonvloer  en opgetrokken  uit  stalen spanten en houten gordingen, metselwerk borstwering (spouw, geïsoleerd), met daarboven geïsoleerde sandwichpanelen en een geïsoleerd sandwichpanelen dak. Naast vier overheaddeuren beschikt de bedrijfsruimte ook over vier loopdeuren.  De bedrijfshal is voo …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1982,743 m²,743 m²,,,,,,Overheaddeuren en betonvloer,Niet beschikbaar,,,,,Huurprijs op aanvraag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89358739,Burgemeester Wijnenstraat 1,Winkel|Bedrijfshal,€ 379.000 k.k.,5721 AG Asten,https://www.fundainbusiness.nl/winkel/asten/object-89358739-burgemeester-wijnenstraat-1/?navigateSource=resultlist,2025-06-10 15:02:26,"Hierbij bieden wij  aan  een multifunctionele  winkel/kantoorruimte met  een totale oppervlakte van  circa  190 m2. De winkel is gelegen in het  centrum van Asten  met alle voorzieningen op  loopafstand. Kenmerkend  voor  de  ruimte is de centrale ligging met etalageruimte aan twee zijden, zowel aan de Burgemeester Wijnenstraat als het Koningsplein, kortom, een unieke zicht-locatie.  Ter plaatse geldt een bestemmingsplan Centrum 1 met ruime gebruiksmogelijkheden, in vullen door de koper. De win …",€ 379.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,1969,190 m²,,,,,190 m²,1 bouwlaag,,C,,,,,,Bedrijfsruimte,190 m²,3 m,,Nee,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kerkstraat 29,Café|Eetcafé|Broodjeszaak|Bistro|Café-restaurant|Luxe restaurant|Pannenkoekenhuis,Huurprijs op aanvraag,5401 BC Uden,https://www.fundainbusiness.nl/horeca/kerkstraat-29/object-43997122/?navigateSource=resultlist,2025-06-10 15:02:45,"Te Huur: Kerkstraat  29  Uden   Welkom bij  deze representatieve horecaruimte, gelegen  recht  tegenover de Peterus Kerk van  Uden. Namens onze opdrachtgever  zijn wij  op zoek  naar een  geschikte ondernemer  die  deze prachtige locatie om wil toveren tot een bruisende hotspot. Dit object biedt enorme potentie.   De Kerkstraat 29 bestaat uit een totale metrage van ca. 239 m2 op de begane grond, ca. 62 m2 op de verdieping en ca. 52 m2 in de kelder. Aan de voorzijde is een ruim terras.   Dit is  …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Horeca,Bestaande bouw,1900,353 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern,,,,Huurprijs op aanvraag,,290 m²,,,,,,,Nee,"Café, eetcafé, broodjeszaak, bistro, café-restaurant, luxe restaurant en pannenkoekenhuis",Begane grond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
