listing_id,title,price,area,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Oppervlakten_Totale oppervlakte,Oppervlakten_Type land,Oppervlakten_Veldkavels,kadastrale_code,eigendomssituatie,Oppervlakten_Grondsoort,Oppervlakten_Grond lengte,Oppervlakten_Grond breedte,Oppervlakten_Huiskavels,Bouw_Mogelijke functie(s)
,IJhorsterveldweg,Prijs op aanvraag,,7715 PB Punthorst,https://www.fundainbusiness.nl/agrarische-grond/punthorst/object-43938322-ijhorsterveldweg/?navigateSource=resultlist,2025-06-05 12:23:44,"EINDE INSCHRIJVING VRIJDAG  6  JUNI 16:00  UUR.   Voor de natuurliefhebber en  belegger  in bosgrond.  Aan de IJhorsterveldweg in het  groene buitengebied van  Punthorst (gemeente Staphorst) bieden  wij een  bijzonder  perceel  cultuurgrond (bestemming agrarisch) van circa 5,6 hectare aan.  Het perceel is momenteel ingericht als bos en maakt onderdeel uit van een rustige, natuurrijke omgeving met diverse landschappelijke waarden gelegen naast Boswachterij Staphorst.   Investeren in bos/cultuurg …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bosperceel,,STAPHORST AR,2 ha 50 a 45 ca (geheel perceel),Leem en zand,580 meter,96 meter,,
,Oranjeweg,€ 189.000 k.k.,,3284 KT Zuid-Beijerland,https://www.fundainbusiness.nl/agrarische-grond/zuid-beijerland/object-89379629-oranjeweg/?navigateSource=resultlist,2025-06-05 12:24:04,"Perceel landbouwgrond aan  de  Oranjeweg te  Zuid-Beijerland, groot  circa 01.40.00 ha.   OMSCHRIJVING  Het perceel is gelegen in het buitengebied van  en nabij de  kern van Zuid-Beijerland. Globaal  ligt het  aangeboden  perceel  achter Oranjeweg 84 te Zuid-Beijerland. Dit betreft een woning met kassen die niet wordt aangeboden. In onderling overleg met de opvolgende eigenaar zal er een ontsluiting naar de openbare weg worden vastgelegd zodat het aangeboden perceel met alle voorkomende voertui …",€ 189.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,1 ha 40 a 0 ca,Bouwland en grasland,1 ha 40 a 0 ca,ZUID-BEIJERLAND K 456,1 ha 40 a 0 ca (deelperceel),Zavel,,,,
,Grote Vliet,Prijs op aanvraag,,5507 PZ Veldhoven,https://www.fundainbusiness.nl/agrarische-grond/veldhoven/object-89364893-grote-vliet/?navigateSource=resultlist,2025-06-05 12:24:09,"TE KOOP BIJ  INSCHRIJVING:  Perceel landbouwgrond,  ter grootte  van 01.82.75 ha. Inschrijven  is  mogelijk t/m dinsdag 15  juli  2025  tot 12.00 uur  Omschrijving  Perceel  landbouwgrond, ter  grootte  van  01.82.75  hectare, gelegen  te Veldhoven (Oerle), Grote Vliet.   KADASTRALE GEGEVENS: Gemeente VELDHOVEN, sectie L, nummer 207, ter grootte van 01.82.75 ha  (Bron: Dienst voor het kadaster en de Openbare Registers).  OMSCHRIJVING:  Het is zandgrond met een humushoudende deklaag van ca. 25-3 …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,,Losse grond,,Bouwland,,VELDHOVEN L 207,1 ha 82 a 75 ca (geheel perceel),Zand,,,,
,Beekheuvel,Prijs op aanvraag,,5853 ET Siebengewald,https://www.fundainbusiness.nl/agrarische-grond/siebengewald/object-89326364-beekheuvel/?navigateSource=resultlist,2025-06-05 12:24:13,"TE KOOP AANGEBODEN: 5.08.75  ha  cultuurgrond te  Siebengewald, gelegen  nabij Beekheuvel Siebengewald.   Vraagprijs:  € 9,25/m²  KADASTRALE  GEGEVENS    Het perceel is kadastraal bekend  als:  Gemeente Bergen  (L)  sectie  P,  nummer 401   Bron: Kadaster (zie bijlage)  BESTEMMINGSPLAN  Het perceel is gelegen in het bestemmingsplan “Buitengebied 2018, 1e herziening - Gemeente Bergen (L.)” en heeft bestemming Agrarisch  Bron: Omgevingsloket (zie bijlage)  ALGEMEEN  	Grondsoort: Zavel 	Watertrap: …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,BERGEN (L) P 401,5 ha 8 a 75 ca (geheel perceel),Zavel,,,,
,Wieler 27,€ 253.960 k.k.,,6071 PD Swalmen,https://www.fundainbusiness.nl/agrarische-grond/swalmen/object-89312001-wieler-27/?navigateSource=resultlist,2025-06-05 12:24:19,landbouwgrond te koop in Swalmen;  Betreft perceel  grond van 2.5396 hectare aan Vissersweg/Wieler te Swalmen. gemeente Roermond goede kwaliteit landbouwgrond.,€ 253.960 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,ROERMOND-ROERMOND I 23,0 ha 41 a 96 ca (geheel perceel)-2 ha 12 a 0 ca (geheel perceel),Klei,,,,
,Rijsdijk,Prijs op aanvraag,,3161 EW Rhoon,https://www.fundainbusiness.nl/agrarische-grond/rhoon/object-43840197-rijsdijk/?navigateSource=resultlist,2025-06-05 12:24:23,"Van Gelder agrarisch  &  landelijk vastgoed  biedt, geheel  vrijblijvend, te koop aan  de  hierna omschreven percelen verpachte landbouwgrond, totaal groot circa  6.15.00 ha, gelegen  achter Rijsdijk 80 in  Rhoon.   Omschrijving  Het  betreft percelen regulier verpachte landbouwgrond van een uitstekende landbouwkundige kwaliteit.  Situering De percelen zijn gelegen nabij achter o.a. Rijsdijk 80 in Rhoon en zijn goed bereikbaar.   Toegang De percelen zijn bereikbaar vanaf de Rijsdijk in Rhoon vi …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,RHOON B 641-RHOON B 642-RHOON B 1234,4 ha 73 a 10 ca (geheel perceel)-1 ha 37 a 60 ca (geheel perceel)-0 ha 5 a 0 ca (deelperceel),Klei,,,,
,Liesstraat,Prijs op aanvraag,,4838 GT Breda,https://www.fundainbusiness.nl/agrarische-grond/breda/object-89291787-liesstraat/?navigateSource=resultlist,2025-06-05 12:24:27,"Het perceel is  gelegen  aan de  Liesstraat te  Breda en heeft een  totale  grootte van circa 02.96.58 hectare. Het perceel is  voortdurend gebruikt voor  de boomkwekerij, met een  specifieke focus  op  kerstbomen.   Kadastrale gegevens  Het geheel is als volgt kadastraal bekend:  Kadastrale gemeente    	Sectie	   Nummer	   Groot	Eenheid	 Plaatselijk bekend Princenhage                    	N	            4192  	       5.330	m²	          Gelegen nabij Liesstraat 85 Breda Princenhage	               …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,PRINCENHAGE N 2666-PRINCENHAGE N 4192-PRINCENHAGE N 3516,0 ha 96 a 68 ca (geheel perceel)-0 ha 53 a 30 ca (geheel perceel)-1 ha 46 a 60 ca (geheel perceel),Zand,,,,
,Bullerweg,€ 200.000 k.k.,,6176 AB Spaubeek,https://www.fundainbusiness.nl/agrarische-grond/spaubeek/object-43879092-bullerweg/?navigateSource=resultlist,2025-06-05 12:24:32,"In het buitengebied  van  de gemeente  Beek, nabij  Groot Genhout en Spaubeek,  bieden  wij u geheel vrijblijvend een perceel landbouwgrond te  koop aan. Het  perceel heeft een oppervlakte  van 2.01.75  ha.    Omschrijving: Het perceel is gelegen en ontsloten aan de halfverharde weg genaamd Bullerweg/Holterweg. De bouwvoor van het perceel bestaat uit goede kwaliteit lössgrond met een goede waterhuishouding. Het perceel loopt af in zuidelijke richting en is geschikt voor de teelt van alle gangba …",€ 200.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,2 ha 1 a 75 ca,Bouwland en bosperceel,,BEEK  133-BEEK N 160-BEEK N 173,0 ha 43 a 95 ca (geheel perceel)-0 ha 2 a 75 ca (geheel perceel)-1 ha 55 a 5 ca (geheel perceel),,,,2 ha 1 a 75 ca,
,Postweg,Prijs op aanvraag,,4631 RZ Hoogerheide,https://www.fundainbusiness.nl/agrarische-grond/hoogerheide/object-89212775-postweg/?navigateSource=resultlist,2025-06-05 12:24:36,[Leeg],Prijs op aanvraag,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Losse grond,,Grasland,,WOENSDRECHT C 1596,0 ha 62 a 10 ca (geheel perceel),Zand,95 meter,65 meter,,
,Pastoor Rientjesstraat,€ 130.000 k.k.,,7447 GG Hellendoorn,https://www.fundainbusiness.nl/agrarische-grond/hellendoorn/object-43739081-pastoor-rientjesstraat/?navigateSource=resultlist,2025-06-05 12:24:40,"Perceel weiland met  schuilgelegenheid,  super mooie  ligging direct  aan de bosrand van  de  Hellendoornse berg, grenzend aan/langs de Luttenbergerweg!  Betreft  2 percelen, totale  grootte 9.862 m2  Sektie H  6504,  9112  m2; Sektie H 7534,  750 m2;  **Deze kavels hebben beide een agrarische bestemming, de gemeente heeft geen plannen om dit te wijzigen naar wonen**",€ 130.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,HELLENDOORN H 6504-HELLENDOORN H 7534,0 ha 91 a 12 ca (geheel perceel)-0 ha 7 a 50 ca (geheel perceel),Zand,,,,
,Haanse Hoef,Prijs op aanvraag,,5105 NB Dongen,https://www.fundainbusiness.nl/agrarische-grond/dongen/object-89185031-haanse-hoef/?navigateSource=resultlist,2025-06-05 12:24:44,[Leeg],Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,DONGEN H 2615,0 ha 24 a 99 ca (geheel perceel),Zand,85 meter,30 meter,,
,Maasdamseweg,€ 291.960 k.k.,,3295 LC 's-Gravendeel,https://www.fundainbusiness.nl/agrarische-grond/s-gravendeel/object-89184528-maasdamseweg/?navigateSource=resultlist,2025-06-05 12:24:50,"Een perceel landbouwgrond  ter  grootte van  circa 01.45.98  ha, staande en gelegen  aan  de Maasdamseweg te 's-Gravendeel.  OMSCHRIJVING ’s-Gravendeel is  in 1593 gesticht  in de oosthoek van  de toen  bedijkte  Polder  Nieuw Bonaventura.  Het perceel is gelegen in het buitengebied van ’s-Gravendeel, ten westen van de dorpskern.  De nieuwbouwwijk ’s-Gravendeel West grenst nagenoeg direct aan het aangeboden perceel.  In deze nieuwbouwwijk worden in twee fases 279 grondgebonden woningen gerealis …",€ 291.960 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,1 ha 45 a 98 ca,Bouwland,1 ha 45 a 98 ca,'S-GRAVENDEEL B 4074,1 ha 45 a 98 ca (geheel perceel),Zavel,,,,
,Kromme Elleboog,€ 549.900 k.k.,,3299 LS Maasdam,https://www.fundainbusiness.nl/agrarische-grond/maasdam/object-89172108-kromme-elleboog/?navigateSource=resultlist,2025-06-05 12:24:55,"Perceel landbouwgrond aan  de  Hoeksedijk/Kromme Elleboog  in Maasdam,  groot 04.58.25 ha.   OMSCHRIJVING  De percelen zijn gelegen in het buitengebied van  Maasdam, in de  Polder Het Nieuweland, tussen  de dorpen  Maasdam  en  Puttershoek.  GEBRUIK Het huidige gebruik van het perceel is akkerbouwland.  HERINRICHTINGSRENTE/WATERSCHAPSLASTEN Het aangeboden perceel is niet belast met herinrichtingsrente.   De jaarlijkse waterschapslasten in 2024 bedragen € 99,00 per ha.   ZAKELIJKE RECHTEN Het pe …",€ 549.900 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,4 ha 58 a 25 ca,Bouwland,4 ha 58 a 25 ca,MAASDAM G 863,4 ha 58 a 25 ca (geheel perceel),Klei en zavel,,,,
,Bornerbroekseweg ong.,Verkoop bij inschrijving,,7468 Enter,https://www.fundainbusiness.nl/agrarische-grond/enter/object-89166186-bornerbroekseweg-ong/?navigateSource=resultlist,2025-06-05 12:25:03,Verkoop middels inschrijving.     Perceel cultuurgrond  direct grenzend  aan de bebouwing van  Enter!   Perfect als investering of voor eigen gebruik  als landbouwgrond of  voor het houden van  (klein)vee. Gezien  de  interessante  ligging van dit perceel lijkt de toekomstige verwachtingswaarde bovengemiddeld.  Bornerbroekseweg ong. te Enter Oppervlakte : Ca. 8.960 m².  Kadastrale gegevens : Gemeente : Wierden Sectie : Z Nummer : 2161 Grootte : ca. 8.960 m²  Opleveringsniveau : In huidige staat …,Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,WIERDEN Z 2161,8 ha 9 a 60 ca (geheel perceel),,,,,
,Grensweg,€ 105.000 k.k.,,5853 EN Siebengewald,https://www.fundainbusiness.nl/agrarische-grond/siebengewald/object-89035339-grensweg/?navigateSource=resultlist,2025-06-05 12:25:06,"Een perceel cultuurgrond,  groot  1.44.70 hectare  aan de  Grensweg te Siebengewald.   Kadastrale  gegevens:  Gemeente Bergen, sectie R, nummer 874,  groot 1.44.70 ha.   Ruilverkavelingsrente is niet van  toepassing. Bron:  Kadaster    Bestemmingsplan  Het perceel is gelegen in het omgevingsplan ""Buitengebied 2018, 1e herziening"" van de gemeente Bergen (L) en heeft de bestemming agrarisch. Bron: omgevingsloket.nl  Algemeen  Het perceel betreft akkerbouwgrond ter grootte van 1.44.70 ha. Gelegen  …",€ 105.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,BERGEN R,1 ha 44 a 70 ca (geheel perceel),Zavel,,,,
,Meerkoetenweg,€ 1.481.000 k.k.,,8218 NA Lelystad,https://www.fundainbusiness.nl/agrarische-grond/lelystad/object-43400636-meerkoetenweg/?navigateSource=resultlist,2025-06-05 12:25:11,"Op een strategische  locatie  onder de  rook van  Lelystad en het Vliegveld  ligt  deze kavel biologische cultuurgrond. De grond is gelegen  aan de Meerkoetenweg  9 en bestaat uit  een erfpachtrecht  van  ca.  22,8 ha landbouwgrond.  Landbouwgrond Deze grond wordt akkerbouwmatig beteeld en heeft een biologisch bouwplan wat o.a. bestaat uit aardappelen, uien, granen, spinazie en bonen. Het kavel pad is voorzien van asfalt.   Het betreft hier een 40 jarig erfpachtrecht van het Rijksvastgoedbedrij …",€ 1.481.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,LELYSTAD B 586,22 ha 79 a 70 ca (geheel perceel) á € 2.295 per jaar tot 01-10-2056,Klei,,,,
,Kortland 2-Nab,€ 550.000 k.k.,,3961 NR Wijk bij Duurstede,https://www.fundainbusiness.nl/agrarische-grond/wijk-bij-duurstede/object-88685590-kortland-2-nab/?navigateSource=resultlist,2025-06-05 12:25:31,"Te koop aangeboden  nabij  het industrieterrein  van Wijk  bij Duurstede gelegen, 7505m²  agrarische  grond. Het perceel is  gelegen  tussen  het industrieterrein de te realiseren  woonwijk  De Geer  3.  De  bestemming  is enkelbestemming  agrarisch.  De foto met de perceelaanduiding is ter illustratie en kunnen geen rechten aan ontleent worden.  Is uw interesse gewekt? schroomt u dan niet ons te bellen.",€ 550.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,WIJK BIJ DUURSTEDE F 723,0 ha 75 a 5 ca (geheel perceel),Klei,,,,
,Wilmalaan,€ 275.000 k.k.,,7364 AM Lieren,https://www.fundainbusiness.nl/agrarische-grond/lieren/object-42993434-wilmalaan/?navigateSource=resultlist,2025-06-05 12:25:36,"Aan de rand  van  het bos,  de veluwe,  liggen deze 2 percelen  met  de huidige bestemming akkerbouw. Totaal een perceelsoppervlakte van  17.810 m2.  Op dit perceel bevindt  zich tevens  een  schuur,  ideaal dus voor het houden van paarden etc.  Het perceel bevindt zich op de kruising Wilmalaan en de Wittekruisweg te Oosterhuizen/ Lieren.  Aanvaarding in overleg.",€ 275.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,BEEKBERGEN M 2441-BEEKBERGEN M 844,14 ha 2 a 0 ca (geheel perceel)-3 ha 6 a 10 ca (geheel perceel),,,,,
,Wolfsdijk,€ 187.880 k.k.,,6718 PB Ede,https://www.fundainbusiness.nl/agrarische-grond/ede/object-43978072-wolfsdijk/?navigateSource=resultlist,2025-06-05 12:25:41,"• Mooi PERCEEL  AGRARISCHE  CULTUURGROND •  Het perceel  is thans in gebruik  als  grasland • Goede ontsluiting, ligging en bereikbaarheid •  Totale perceeloppervlakte van  maar liefst 1.07.36 ha  • Geen  bebouwingsmogelijkheden    Bestemming: Bestemmingsplan I omgevingsplan ‘Agrarisch Buitengebied Ede 2012’, gemeente Ede (zie brochure).              Koopovereenkomst: Bij verkoop zal er een standaard NVM koopovereenkomst worden gehanteerd.  In de koopovereenkomst worden onder andere de navolgen …",€ 187.880 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,EDE E 5514,1 ha 7 a 36 ca (geheel perceel),,,,,
,Bosseweg,Prijs op aanvraag,,4261 TC Wijk en Aalburg,https://www.fundainbusiness.nl/agrarische-grond/wijk-en-aalburg/object-89326878-bosseweg/?navigateSource=resultlist,2025-06-05 12:25:45,Bosseweg te Wijk  en  Aalburg totaal  groot ca.  11.98.20 ha  Situering  Het  perceel is gelegen aan de Bosseweg te Wijk  en Aalburg en  heeft een totale grootte  van circa  11.98.20  hectare.   Kadastrale gegevens  Het geheel is als volgt kadastraal bekend:  Kadastrale gemeente	Sectie  Nummer     Groot           Eenheid    Plaatselijk bekend        Aalburg 	                      D	     324	      02.31.00         	Ha         Nabij Bosseweg        Aalburg	                      D 	     325	       …,Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,AALBURG D 1873-AALBURG D 326-AALBURG D 325-AALBURG D 324-AALBURG D 327,2 ha 31 a 90 ca (geheel perceel)-2 ha 5 a 70 ca (geheel perceel)-2 ha 16 a 50 ca (geheel perceel)-2 ha 31 a 0 ca (geheel perceel)-3 ha 13 a 10 ca (geheel perceel),Zavel,,,,
,Zwolseweg,Prijs op aanvraag,,8275 AA 's-Heerenbroek,https://www.fundainbusiness.nl/agrarische-grond/s-heerenbroek/object-89280752-zwolseweg/?navigateSource=resultlist,2025-06-05 12:25:49,"Landbouwgrond gelegen aan  en  nabij Zwolseweg  te ‘s  Heerenbroek Totaal circa 17.06.19  ha.   Omschrijving Kavel landbouwgrond, grondsoort zand en klei,  een totale kadastrale  oppervlakte circa 17.06.19 ha,  gelegen nabij  de  Zwolseweg  (nabij nr. 60) te ‘s Heerenbroek. Het is een aaneengesloten blok. Verkoper zal voor zijn rekening voor de juridische levering een nieuw kavel pad aanbrengen voor een optimale ontsluiting vanaf de Zwolseweg.   Gebruik Grasland. In het verleden is ook mais get …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,IJSSELMUIDEN K 926,17 ha 6 a 19 ca (geheel perceel),Zand,,,,
,Vrij,Prijs op aanvraag,,5853 EK Siebengewald,https://www.fundainbusiness.nl/agrarische-grond/siebengewald/object-89242156-vrij/?navigateSource=resultlist,2025-06-05 12:25:54,"Te koop: 1.78.75 hectare cultuurgrond  te  Siebengewald, gelegen  aan de  Vrij.  KADASTRALE GEGEVENS  Het  perceel is kadastraal bekend  als:  Gemeente  Bergen (L), sectie R, nummer  555  (1.77.50 ha)  en  558  (0.01.25  ha).   Bron: Kadaster.  BESTEMMINGSPLAN Het perceel is gelegen in het bestemmingsplan “Buitengebied 2018, 1e herziening” van de gemeente Bergen (L) en heeft de agrarische bestemming.  Bron: Omgevingsloket.  ALGEMEEN - Grondsoort: Lichte zavel - Watertrap: VI =H 40 – 80  L >120  …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,BERGEN LIMBURG R 555-BERGEN LIMBURG R 558,1 ha 77 a 50 ca (geheel perceel)-0 ha 1 a 25 ca (geheel perceel),,,,,
,Augustinusweg,Prijs op aanvraag,,5853 ED Siebengewald,https://www.fundainbusiness.nl/agrarische-grond/siebengewald/object-89242023-augustinusweg/?navigateSource=resultlist,2025-06-05 12:25:59,"Te koop: 1.96.50 hectare  cultuurgrond  te Siebengewald,  gelegen aan  de Boeckelter Weg.   KADASTRALE  GEGEVENS het perceel is  kadastraal  bekend  als: Gemeente Bergen (L), sectie  R,  nummer 369    Bron:  Kadaster   BESTEMMINGSPLAN  Het perceel is gelegen in het bestemmingsplan “Buitengebied 2018, 1e herziening” van de gemeente Bergen (L) en heeft de bestemming agrarisch met waarden en waarde archeologie 5.  Bron: Omgevingsloket (zie bijlage).  ALGEMEEN - Grondsoort: Lichte zavel - Watertrap …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,BERGEN R 369,1 ha 96 a 50 ca (geheel perceel),,170 meter,115 meter,,
,Vestjenshoek,€ 99.620 k.k.,,6095 NT Baexem,https://www.fundainbusiness.nl/agrarische-grond/baexem/object-89107250-vestjenshoek/?navigateSource=resultlist,2025-06-05 12:26:02,"Namens verkoper bieden  wij  aan een  perceel agrarische  cultuurgrond, grootte van 01.17.20  ha,  gelegen aan de Vestjenshoek  Baexem.  Het  betreft hier een mooi perceel  aan  de openbare  verharde  weg,  zonder  noemenswaardige belendingen.  Vanwege dat het hier zandgrond betreft, zijn alle teelten mogelijk. Tevens is de kwaliteit van de grond perfect voor bijvoorbeeld aspergeteelt. Achter op het perceel is een gedeelte bestemd als zijnde natuur.  Kadastrale gegevens Het perceel is kadastraa …",€ 99.620 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,BAEXEM D 446,1 ha 17 a 20 ca (geheel perceel),,,,,
,nabij Overhaelen,Prijs op aanvraag,,6081 ND Haelen,https://www.fundainbusiness.nl/agrarische-grond/haelen/object-89205565-nabij-overhaelen/?navigateSource=resultlist,2025-06-05 12:26:05,"Wij bieden u  een  perceel cultuurgrond  aan welke  is gelegen in een  natuur-  en bosrijk gebied in Haelen. Het perceel is  bereikbaar middels een  onverharde weg vanuit ‘Overhaelen’  en 'Houterhof'.  Het  perceel  is voorzien van een afrastering en leent zich ideaal voor het hobbymatig houden van paarden, rundvee of andere dieren. In het verleden is er o.a. asperges geteeld, in gebruik geweest als weiland voor paarden en later in gebruik genomen voor Kerstbomen.  De omgeving bestaat voornamel …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,1 ha 37 a 60 ca,Bouwland en grasland,1 ha 37 a 60 ca,HAELEN D 1355,1 ha 37 a 60 ca (geheel perceel),Zand,,,,
,Bloemendaalseweg,Prijs op aanvraag,,5768 PX Meijel,https://www.fundainbusiness.nl/agrarische-grond/meijel/object-89205217-bloemendaalseweg/?navigateSource=resultlist,2025-06-05 12:26:10,"Perceel cultuurgrond in  Glastuinbouwontwikkelingsgebied!   Wij  bieden u  een mooi vlak gelegen  perceel  cultuurgrond aan, gelegen aan de Bloemendaalseweg in Meijel.  Het perceel is  gelegen in het glastuinbouwontwikkelingsgebied,  wat de  mogelijkheid  biedt  om een zelfstandig glastuinbouwbedrijf te ontwikkelen. Het perceel is goed toegankelijk middels de verharde wegen de Bloemendaalseweg en de Vissersweg. Het perceel is geschikt voor de teelt van diverse soorten akkerbouw- en tuinbouwgewa …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,3 ha 13 a 0 ca,Bouwland,3 ha 13 a 0 ca,MEIJEL D 1981-MEIJEL D 2044-MEIJEL D 2302,2 ha 5 a 35 ca (geheel perceel)-0 ha 32 a 10 ca (geheel perceel)-0 ha 75 a 55 ca (geheel perceel),Zand,,,,
,Hessenweg,€ 170.000 k.k.,,8028 PA Zwolle,https://www.fundainbusiness.nl/agrarische-grond/zwolle/object-89210103-hessenweg/?navigateSource=resultlist,2025-06-05 12:26:16,"INSCHRIJFAVOND: op 6-3-2025  in  Hotel Inn  Salland, Zwolsestraat  63D, 8101 AB Raalte.  Inloop  vanaf 19.30 uur.   Perceel  natuur  te koop, groot 7,5848 ha!    Locatieomschrijving perceel  Zwolle  Gemeente  Zwollerkerspel  X 463  Volgens het natuurbeheerplan van de Provincie Overijssel zijn de volgende natuurbeheertypen gevestigd: N04.02 Zoete plas (182 m2) N12.02 Kruiden- en faunarijk grasland (75.454 m2)   Perceel Zwollerkerspel X 463 is een natuurperceel gelegen in de uiterwaarden van de O …",€ 170.000 k.k.,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,,Grasland,,ZWOLLERKERSPEL X 463,7 ha 58 a 48 ca (geheel perceel),,,,,
,de Chalmotweg 7-nabij,Prijs op aanvraag,,8278 AC Kamperveen,https://www.fundainbusiness.nl/agrarische-grond/kamperveen/object-89292381-de-chalmotweg-7-nabij/?navigateSource=resultlist,2025-06-05 12:26:19,"TE KOOP   Drie  mooie percelen  cultuurgrond van  circa 10 hectare gelegen  nabij Chalmotweg  ongenummerd te Kamperveen.  Op een rustige en  landelijke locatie, gelegen  nabij Chalmotweg ongenummerd in Kamperveen,  bieden wij  drie  mooie  percelen grasland te koop aan.  KENMERKEN  •             Locatie:                    Chalmotweg ongenummerd, Kamperveen  •             Oppervlakte:            ca. 10 hectare  •             Gebruik:                   Grasland  •             Bereikbaarheid:     …",Prijs op aanvraag,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,,Grasland,,IJSSELMUIDEN F,3 ha 51 a 90 ca (geheel perceel),Klei en veen,,,,
,Petuniastraat,Prijs op aanvraag,,6014 Ittervoort,https://www.fundainbusiness.nl/agrarische-grond/ittervoort/object-43882482-petuniastraat/?navigateSource=resultlist,2025-06-05 12:26:23,"Op zoek naar  een  plekje omgeven  door rust  en natuur, met een  charmant  huisje dat uitnodigt om even helemaal los te  komen van de  drukte van het dagelijkse  leven?!   Tegen  de  kern van Ittervoort bieden wij u een prachtig perceel aan van 0.42.55 ha.   Het perceel is gelegen aan de Petuniastraat te Ittervoort en bereikbaar via een eigen toegangspoort. Op het perceel staat een huisje (1993) van circa 23 m² met aan twee zijden nog een afhang. Het huisje is opgebouwd uit een gemetselde voet …",Prijs op aanvraag,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,0 ha 42 a 55 ca,Grasland en bosperceel,,ITTERVOORT B 1821,0 ha 42 a 55 ca (geheel perceel),,,,0 ha 42 a 55 ca,
,Lottumseweg,Prijs op aanvraag,,5872 AB Broekhuizen (LI),https://www.fundainbusiness.nl/agrarische-grond/broekhuizen-li/object-89104938-lottumseweg/?navigateSource=resultlist,2025-06-05 12:26:28,"TE KOOP BIJ  INSCHRIJVING:  percelen bosgrond,  totaal groot  7.63.95 ha.  Inleiding  Staatsbosbeheer  beschermt en ontwikkelt het kenmerkende groene erfgoed van  Nederland. Ons doel  is dat huidige en  toekomstige generaties  de  vele  belangrijke waarden van natuur kunnen beleven, in balans met het duurzaam benutten van onze gebieden door de samenleving.  Met onze kennis en kunde zorgen we voor een sterke en groene omgeving. Zo dragen we bij aan een mooier en gezonder Nederland waar mensen oo …",Prijs op aanvraag,Log in om te bekijken,Onder bod,In overleg,Losse grond,,Bosperceel,,HORST F 778-BROEKHUIZEN F 49,7 ha 2 a 25 ca (geheel perceel)-0 ha 61 a 70 ca (geheel perceel),Zand,,,,
